1000,500,12.0/26,16912.46309897386,1.5081906
1000,750,13.0/26,16915.341880995682,1.6172444000000001
1500,500,11.0/26,16556.36107479352,2.5374315
1500,750,19.0/26,17161.673720275743,2.5487846000000003
1500,1000,24.0/26,17189.31090541326,2.506587400000001
1500,1250,20.0/26,17151.377208892667,2.5251725999999994
2000,500,21.0/26,17204.82674009499,3.3892722000000006
2000,750,14.0/26,16999.79156525111,3.370627800000001
2000,1000,22.0/26,17195.514081361158,3.3559087000000005
2000,1250,21.0/26,17204.82674009499,3.403201199999998
2000,1500,21.0/26,17204.82674009499,3.3687368999999983
2000,1750,3.0/26,15994.031178151428,3.381481099999995
2500,500,21.0/26,17204.82674009499,2.459684100000004
2500,750,3.0/26,15964.241253403545,4.103076599999994
2500,1000,16.0/26,17042.862882764115,4.272794300000001
2500,1250,7.0/26,15942.967048091483,4.237673299999997
2500,1500,21.0/26,17204.82674009499,4.332949200000002
2500,1750,21.0/26,17204.82674009499,4.505149199999998
2500,2000,19.0/26,17161.673720275743,4.494082200000001
2500,2250,21.0/26,17204.82674009499,4.52520100000001
3000,500,13.0/26,16837.85613978706,2.478822800000003
3000,750,17.0/26,17141.775194582355,3.534882600000003
3000,1000,1.0/26,15983.852494645178,5.109937400000007
3000,1250,6.0/26,16023.923371585848,5.379698000000005
3000,1500,19.0/26,17161.673720275743,5.355511100000001
3000,1750,7.0/26,16472.682775871006,4.984342800000007
3000,2000,19.0/26,17161.673720275743,5.409246899999999
3000,2250,19.0/26,17161.673720275743,5.3614563
3000,2500,19.0/26,17161.673720275743,5.362309600000003
3000,2750,19.0/26,17161.673720275743,5.345078399999991
3500,500,21.0/26,17204.82674009499,3.933222200000003
3500,750,20.0/26,17178.858069530397,5.7045423
3500,1000,3.0/26,15827.83392968878,3.8600126000000046
3500,1250,1.0/26,15960.743350148041,3.848348299999998
3500,1500,21.0/26,17204.82674009499,6.347166799999997
3500,1750,6.0/26,16065.98926939099,6.276980199999997
3500,2000,21.0/26,17204.82674009499,6.279525199999995
3500,2250,8.0/26,16476.548548303534,6.384464899999983
3500,2500,21.0/26,17204.82674009499,6.227278900000016
3500,2750,19.0/26,17161.673720275743,6.261475699999977
3500,3000,21.0/26,17204.82674009499,6.227564900000004
3500,3250,21.0/26,17204.82674009499,6.207427300000006
4000,500,12.0/26,16831.696074631043,2.9663055999999983
4000,750,21.0/26,17204.82674009499,5.119059800000002
4000,1000,21.0/26,17204.82674009499,6.091397399999977
4000,1250,21.0/26,17204.82674009499,7.13387800000001
4000,1500,21.0/26,17204.82674009499,7.147411599999998
4000,1750,21.0/26,17204.82674009499,6.319669000000005
4000,2000,19.0/26,17161.673720275743,5.334822500000001
4000,2250,19.0/26,17161.673720275743,6.175290399999994
4000,2500,19.0/26,17161.673720275743,8.853948500000001
4000,2750,21.0/26,17204.82674009499,7.817639899999989
4000,3000,21.0/26,17204.82674009499,8.190735999999987
4000,3250,21.0/26,17204.82674009499,7.9438412000000085
4000,3500,19.0/26,17161.673720275743,8.651267700000005
4000,3750,21.0/26,17204.82674009499,11.010699700000032
4500,500,21.0/26,17204.82674009499,4.860970000000009
4500,750,19.0/26,17161.673720275743,4.020756800000015
4500,1000,21.0/26,17204.82674009499,10.835467900000026
4500,1250,21.0/26,17204.82674009499,7.310572100000002
4500,1500,1.0/26,15982.507220185205,8.180581599999982
4500,1750,21.0/26,17204.82674009499,5.931717899999967
4500,2000,19.0/26,17161.673720275743,7.031927600000017
4500,2250,21.0/26,17204.82674009499,10.071815700000002
4500,2500,21.0/26,17204.82674009499,9.777472799999998
4500,2750,19.0/26,17161.673720275743,9.946746099999984
4500,3000,6.0/26,16148.211779858597,8.489727700000003
4500,3250,19.0/26,17161.673720275743,8.92575340000002
4500,3500,21.0/26,17204.82674009499,8.89967230000002
4500,3750,21.0/26,17204.82674009499,9.366211700000008
4500,4000,19.0/26,17161.673720275743,8.929060200000038
5000,500,19.0/26,17161.673720275743,5.755613100000005
5000,750,21.0/26,17204.82674009499,4.475580199999968
5000,1000,19.0/26,17161.673720275743,5.629879000000017
5000,1250,23.0/26,17204.089774500826,7.211841199999981
5000,1500,21.0/26,17204.82674009499,7.088100999999995
5000,1750,19.0/26,17161.673720275743,7.67274789999999
5000,2000,12.0/26,16442.13656066024,6.733331899999996
5000,2250,19.0/26,17161.673720275743,6.4270343000000025
5000,2500,19.0/26,17161.673720275743,10.327864200000022
5000,2750,21.0/26,17204.82674009499,8.848425600000041
5000,3000,21.0/26,17204.82674009499,7.367752100000018
5000,3250,21.0/26,17204.82674009499,8.88651040000002
5000,3500,21.0/26,17204.82674009499,8.8550793
5000,3750,4.0/26,15851.973428984144,8.876446900000019
5000,4000,21.0/26,17204.82674009499,8.874411800000019
5500,500,7.0/26,16078.132609837943,2.259644299999991
5500,750,21.0/26,17204.82674009499,4.766716699999961
5500,1000,21.0/26,17204.82674009499,5.655490099999952
5500,1250,21.0/26,17204.82674009499,6.839459899999952
5500,1500,21.0/26,17204.82674009499,6.2049025999999685
5500,1750,6.0/26,16077.431498059374,5.738122299999986
5500,2000,21.0/26,17204.82674009499,7.000837400000023
5500,2250,14.0/26,16999.79156525111,7.10213669999996
5500,2500,21.0/26,17204.82674009499,6.819293099999982
5500,2750,12.0/26,16463.96037100741,7.34928519999994
5500,3000,7.0/26,16366.064965918307,8.004160800000022
5500,3250,7.0/26,15917.05813160828,7.622864100000015
5500,3500,19.0/26,17161.673720275743,8.44743850000009
5500,3750,21.0/26,17204.82674009499,9.67375579999998
5500,4000,21.0/26,17204.82674009499,9.674613300000033
6000,500,21.0/26,17204.82674009499,3.405950599999983
6000,750,21.0/26,17204.82674009499,3.230974099999912
